,Unnamed: 0,상품명,현재 펀딩 금액,펀딩 퍼센트,목표금액,후원자 수
0,0,"화이트 티, 우아한 향에 취할 수 있으니 조심하세요!","3,911,100",782,"500,000",56명
1,1,쏭지니어 버스킹 에세이 <배낭 대신 기타 메고 떠납니다>,"1,440,600",144,"1,000,000",48명
2,2,인연을 놓치고 싶지 않다면 <그게 다 사랑이었나봐요>,"1,210,000",121,"1,000,000",40명
3,3,스케치업 웹툰배경 - 어떤 서커스,"1,430,000",286,"500,000",51명
4,4,진소라의 '숨은 냥이 찾기' 엽서책,"6,339,000",211,"3,000,000",203명
5,5,부산 여행의 추억 <영도 마그넷> 시리즈,"815,000",163,"500,000",29명
6,6,이동책방 북다마스의 기록 <이토록 작은 세계로도>,"5,093,785",339,"1,500,000",189명
7,7,"소소하지만 확실한 전통 패션, 쌍학&쌍호 흉배 양말.","891,000",148,"600,000",27명
8,8,Fitd로 돌아온 판타지 - 포지드 인 던전,"9,088,000",139,"6,500,000",206명
9,9,[그림책] 초등학생들이 밝힌다! IT의 성차별 핫IT슈,"1,065,800",71,"1,500,000",29명
10,10,"나의 일상에 죽음을 선물하다, 청춘유언","1,565,000",44,"3,500,000",79명
11,11,육아라는 팀플에 더이상 무임승차를 거부한다! <부모익힘책>,"4,032,000",161,"2,500,000",78명
12,12,"퍼스널, 퍼사장, 그리고 <나는 왜 말이 많은가>","4,099,000",58,"7,000,000",97명
13,13,산책하는 계절을 간직한 엽서북 < 여기 너를 위한 위로 >,"745,000",149,"500,000",25명
14,14,영도의 원물과 크리에이터의 콜라보.섬.영도영감프로젝트,"607,000",121,"500,000",34명
15,15,신년운세는 어디에서 볼까? 무당은 어떤 직업일까?,"1,328,500",66,"2,000,000",65명
16,16,아파트 단지&집 내부 2종 [웹툰 3D스케치업 배경],"2,800,000",560,"500,000",110명
17,17,놀이터에서 만나요! 우리는 <네트워크에 연결 중입니다>,"883,500",110,"800,000",32명
18,18,"집에서, 학교에서 체험키트로 즐기는 노는꾸러미 수상한극장","965,000",44,"2,189,000",24명
19,19,대한민국 유일한 야생차 명인이 빚어낸 K-전통차,"4,707,000",470,"1,000,000",87명
20,20,싱어송라이터 CRISPY의 1st EP앨범 ['94] 발매,"2,761,000",110,"2,500,000",23명
21,21,매운맛 게임 ALTF4!! 공식 피규어 굿즈를 소개합니다.,"2,536,000",101,"2,500,000",33명
22,22,"감성 만화 - 응답하라, PARIS!","4,249,800",424,"1,000,000",137명
23,23,영비누의 새 싱글 <I don't know> MV 제작,"1,660,000",110,"1,500,000",21명
24,24,부담감을 구워삶을 때 쓴 기록 <망하려고 만든 게 아닌데>,"1,600,000",123,"1,300,000",48명
25,25,"상실이 만연한 이곳, <사랑이 넘치는 도시>","513,022",73,"700,000",20명
26,26,"날카롭게 아름다운 폰트, 가시명조체 제작 프로젝트","1,320,000",44,"3,000,000",20명
27,27,"[돈비토 판타지 배경 프로젝트1] 중세 여관, 병영","940,000",47,"2,000,000",19명
28,28,"산호의 색을 되찾다, 폐플라스틱 업사이클링 키링","1,094,300",218,"500,000",56명
29,29,"나를 180도 변화시킬 180개의 기록, 180도 다이어리","3,584,050",238,"1,500,000",102명
30,30,"오늘과 내일이 다른 가방, 사계절을 함께 시작할 사월백","1,916,700",191,"1,000,000",64명
31,31,빵실한 새가 앉아있는 마블 물결 트레이,"601,400",120,"500,000",26명
32,32,"삶, 사람, 사랑 <사랑은 불협화음>","562,000",112,"500,000",17명
33,33,2022년 행운을 밀어 넣어 줄 8번 곰!,"2,330,500",466,"500,000",76명
34,34,두 작가의 작은 전시회. 엽서북 사진'전',"2,082,999",416,"500,000",36명
35,35,스티커로 꾸미는 내 마음은 어떨까? : 컬러풀 질문다이어리,"2,227,900",405,"550,000",61명
36,36,K-전통 감성 원마일웨어 '쾌자 긴 조끼',"3,125,000",312,"1,000,000",22명
37,37,"한다, 한다 말할 때 두근거리는 독립문예지 ""Handa""","1,978,000",197,"1,000,000",83명
38,38,사랑스러운 캐릭터들의 정원과 축제를 담은 책 <비리던스>,"1,565,000",43,"3,600,000",26명
39,39,"우리는 ( )에 관해 말합니다, <가시화>","342,600",11,"3,000,000",15명
40,40,힙시크한 그리고 더 깊어진 매듭 <킹블랙>,"14,660,000",2255,"650,000",195명
41,41,제 5회 1맵1치킨 알만툴대회 with 플레임,"3,054,000",305,"1,000,000",185명
42,42,"스페인요리 치트키, 까탈루냐에서 온 <로메스코 소스>","1,238,000",82,"1,500,000",36명
43,43,<웰컴2022 달력> 2022년을 아름답게 시작해보세요!,"399,000",66,"600,000",15명
44,44,"새해 첫 선물 ""빛나는 그림자"" 자개 공예 diy키트","3,026,000",605,"500,000",73명
45,45,[사랑한다면 뽀뽀] 강아지와 산다는 건 어떨까요?,"1,205,000",126,"950,000",56명
46,46,"평범한 레즈비언, 나라와 아인의 이야기 <인어의 나라>","5,542,000",110,"5,000,000",77명
47,47,"단오의 햇볕을 품에 한아름, 양기 가득 쑥범이 인형!","901,000",60,"1,500,000",24명
48,48,"<일본에서> 좋은 소재로 바르게 만든 안경 99,000원","2,570,000",257,"1,000,000",30명
0,0,로맨스 판타지 웹툰을 위한 꽃/초목/잎 브러쉬,"2,452,000",245,"1,000,000",86명
1,1,"고성에서 태어난 고급 반려동물 먹거리, 지역 살린다!","2,410,000",241,"1,000,000",74명
2,2,[뉴밍] 결식아동에 대한 관심을 촉구하는 시리얼컵&유리컵,"621,500",83,"745,000",32명
3,3,"플랜비 매거진 6호 <돈 벌 궁리, 돈 쓸 궁리>","760,000",76,"1,000,000",24명
4,4,"혼자서도 승, 하차 가능한 리프트 휠체어","671,000",55,"1,200,000",14명
5,5,"로컬푸드의 변신; 안심하고 짜먹는 복숭아, 녹차밀크 튜브잼","2,494,000",498,"500,000",67명
6,6,"(195종 브러쉬) 컬러,섬광,은선 이펙트효과 브러쉬 모음","1,230,000",123,"1,000,000",35명
7,7,"따스함을 담은 바로크진주 목걸이, 담수진주 이어링 Set","508,200",101,"500,000",11명
8,8,"몸을 움직이는 사람들의 이야기, move move move","684,000",45,"1,500,000",29명
9,9,Ordinary / 평범한 일상이 새로움으로 전환되는 순간,"357,000",27,"1,300,000",11명
10,10,헤일로 커스텀 세트와 장식 브러쉬,"5,185,000",518,"1,000,000",120명
11,11,"조금 더 가까워진 이지와 백, 꼭 껴안아주세요","1,571,000",157,"1,000,000",19명
12,12,"'좋아요'로 전할 수 없는 마음, 절기 엽서에 담아보세요","517,000",103,"500,000",18명
13,13,"2022년을 더 알록달록하게, '색'다른 캘린더와 엽서","534,500",66,"800,000",18명
14,14,나의 삶을 마주하는 공간 온다: OWN DIARY,"326,900",64,"509,800",10명
15,15,새의 노래가 바람이 되고 햇살이 되는 모든 순간,"711,200",47,"1,500,000",21명
16,16,모든 영린이들의 이유 있는 영어 자신감 프로젝트!,"1,434,500",286,"500,000",86명
17,17,[스케치업 웹툰 배경] 세계의 무기 Part 3,"4,720,000",157,"3,000,000",82명
18,18,13살 신범서 그림책 <거북이가 꿈이에요>,"1,069,000",106,"1,000,000",34명
19,19,"가장 받고싶었던 답장, 수신인이 없는 편지","2,026,000",57,"3,500,000",47명
20,20,"나와 소중한 사람의 소원을 담아 이루는 ""드림캡슐 썬캐쳐""","265,000",53,"500,000",9명
21,21,"조형미술과 ai코딩의 융합형 콘텐츠, 코린이","484,000",48,"1,000,000",10명
22,22,특별한 작가 어디 없나? 한국판타지 <랑과 인생의 주사위>,"121,000",12,"960,000",9명
23,23,"내손으로 만드는 전통 끈 제작기구 ""다회틀 DIY""","8,647,000",1729,"500,000",68명
24,24,짝가슴은 어떤 속옷을 입나요? iMBALANCE 언더웨어,"3,372,000",281,"1,200,000",31명
25,25,영화관을 통째로 빌려드립니다! 양지리 창고,"2,080,000",208,"1,000,000",33명
26,26,기이하고 미스테리한 문양무늬 웹툰 브러쉬 100종 세트,"1,345,900",207,"650,000",42명
27,27,어서 오세요! 당신만을 위한 <수제 초콜릿 전문점 에뚜왈>,"1,677,000",167,"1,000,000",112명
28,28,Like a Candlelight! 2022 엽서 & 달력,"656,010",131,"500,000",28명
29,29,(출판)뉴욕을 이야기하고 그리다 '미쳐야 뉴요커가 된다',"4,146,000",103,"4,000,000",57명
30,30,하윤의 '종이배' 싱글 앨범 제작 프로젝트,"947,000",63,"1,500,000",27명
31,31,"[cookie] 집에서 느끼는 파리의 낭만, 인하트 쿠키","598,600",59,"1,000,000",15명
32,32,진짜 인생은 60부터다,"310,000",31,"1,000,000",9명
33,33,"하예지 1st EP '심연' 앨범,뮤비 제작에 동참해주세요","475,000",23,"2,000,000",8명
34,34,2022년에는 나도 해봄!,"118,000",21,"550,000",8명
35,35,향을 타고 내려오는 도깨비 인센스 홀더: 행운을 남기다,"4,000,800",800,"500,000",68명
36,36,"400개의 3D 얼굴 표정!!(클립,포토샵,스케치업)","4,072,000",407,"1,000,000",122명
37,37,<마인드 웨더> 질문 카드 : 오늘 내 마음의 날씨는?,"4,622,200",231,"2,000,000",96명
38,38,"나만의 동화를 만들어봐요, [모아노리 그림카드]","1,132,000",226,"500,000",42명
39,39,"바다와 관련된 출판물 3종 : 에세이, 사진집, 포토에세이","1,006,777",201,"500,000",36명
40,40,케이크의 초를 부는 순간을 담은 엽서북 <8moments>,"872,000",174,"500,000",33명
41,41,불멍 미니벽난로! 옹기토로 만들었어요,"639,000",127,"500,000",13명
42,42,"유기농목화로 만든 양말, 얼씨와 함께 지구를 지켜요.","1,219,000",121,"1,000,000",24명
43,43,"색깔로 채우고, 나를 만나다! <나를 찾는 휴카드>","1,131,000",113,"1,000,000",34명
44,44,"따뜻한 기억에 대한 이야기, <기억 잡화점>","3,873,535",77,"5,000,000",125명
45,45,귀여운 포로들의 모험 '바인(VINE)',"1,667,000",33,"5,000,000",59명
46,46,"오프닝은 교본처럼, 체스 오프닝 & 손그림 폰케이스","145,000",28,"500,000",7명
47,47,아누쿠 150가지 재질 스타일팩 - 포토샵,"1,989,000",397,"500,000",63명
48,48,"[같은 듯, 다른듯한 곳에 내가 서 있었다] 쿠바,인도사진","1,077,000",215,"500,000",28명
49,49,"[HUGH] 휘게, 당신의 순간에 잠시의 휴식을 드릴게요.","720,000",144,"500,000",19명
50,50,"임신중절을 겪은 여성청소년의 이야기, 그림책 <빛이될거야>","1,116,200",111,"1,000,000",39명
51,51,<슬로우 칸쿤> 느릿한 여행을 담은 힐링 일러스트북,"1,811,000",90,"2,000,000",36명
52,52,"일상과 함께하는, '한글 맨투맨'","1,617,000",80,"2,000,000",41명
53,53,보석 내포물 관찰서 <스스로 유일할 것들>,"1,325,000",44,"3,000,000",47명
54,54,나이트런 2022 캘린더,"2,807,000",28,"10,000,000",49명
55,55,"번뇌를 살아가는 우리들, <텡쇠를위하여>","175,000",17,"1,000,000",6명
56,56,<스포츠 마케터로 산다는 것> 스포츠 업계 '리얼 스토리',"3,838,000",383,"1,000,000",73명
57,57,우리가 못난이라고? 진짜배기들의 귀여운 반란,"3,770,500",377,"1,000,000",82명
58,58,이정 작가의 작품집 <불립문자>,"7,766,500",258,"3,000,000",123명
59,59,[스케치업]다양한 방 세트,"742,000",148,"500,000",34명
60,60,"우리 주변의 방 꾸미기, 매거진 <SHOWROOM>","1,573,000",112,"1,400,000",40명
61,61,"책 속, 고요한 산책 <Floating Circle>","1,118,150",111,"1,000,000",30명
62,62,뭐라도 해봐야지 - 비록 우리가 떨어질 때 떨어지더라도,"1,166,000",97,"1,200,000",27명
63,63,드라마 덕후들을 위한 디지털 리뷰 노트<Drama.zip>,"456,000",91,"500,000",30명
64,64,"""우리의 것에 익숙해지다"" 모두의 한복, 면 누비 백배자","3,578,000",71,"5,000,000",25명
65,65,당신의 바다는 어떤 모습인가요 <바다에 관한 예술적 고찰>,"1,137,500",51,"2,200,000",33명
66,66,"10년의 심리상담. 오디오북 <벼랑 끝, 상담>","1,573,000",39,"4,000,000",73명
67,67,익숙함 속의 특별함 '강아지 트럼프카드',"932,000",23,"4,000,000",43명
68,68,보수 개신교 집안 여성들의 이야기 <성경의 딸들>,"1,372,000",274,"500,000",67명
69,69,<옛날 괴물도> 한국전통민화동물 타로 겸용 트럼프 80장,"8,126,000",270,"3,000,000",134명
70,70,"공주들의 발에서 아름답게 반짝이는 구두 ""프린세스 뮬""","1,180,777",236,"500,000",8명
71,71,일상예술 창작공동체 <양말기획>의 책출판 프로젝트,"3,130,000",184,"1,700,000",53명
72,72,백제왕이 숨겨둔 보물을 찾아라!,"1,584,000",158,"1,000,000",45명
73,73,꼼꼼하게 손 바느질한 수제 친환경 인증 소가죽 서류 가방,"1,360,000",151,"900,000",7명
74,74,"2012년 중동에서의 나날, <느슨한 풍경과 촘촘한 것들>","824,000",149,"550,000",30명
75,75,"멀지 않으니까 가끔 놀러 와요, <어제의 바람>","2,711,000",142,"1,900,000",70명
76,76,"봄이 오기 전 사라지는 존재 <눈, 사람>","1,646,000",137,"1,200,000",27명
77,77,메뉴판은 왜 모두 네모일까? 둥글둥글 메뉴판,"624,500",124,"500,000",22명
78,78,버려진 폐현수막의 새로운 쓸모를 찾다. 배너사이클백의 탄생,"612,500",122,"500,000",11명
79,79,"한겨울, 꽃과 나무가 들려주는 숲의 비밀 이야기","932,000",116,"800,000",20명
80,80,"로맨스 판타지를 위한 브러시, 다양한 문양(웹툰,일러 등)","1,163,000",116,"1,000,000",61명
81,81,[디지독 웹툰] 군대 배경 패키지,"988,000",98,"1,000,000",19명
82,82,귀엽고 힙한 Little animal -폰 케이스/스마트톡,"451,000",90,"500,000",12명
83,83,단편영화 <예수 lived in a motel room>,"845,000",84,"1,000,000",13명
84,84,목표는 사연 없는 것처럼 사랑하기. 에세이 <사연 없음>,"1,153,800",57,"2,000,000",34명
85,85,"우리들 모두의 시행착오를 위해, <똥차타고 과속->","960,000",48,"2,000,000",26명
86,86,"외롭지 않은 제각각의 물방울, 창작무용극 <유-영>","591,000",39,"1,500,000",6명
87,87,오늘도 느리게 바다로 향하는 항해일지,"70,000",14,"500,000",4명
88,88,"즉위 전날 현대, 서울로 오게 된 태종 이방원","48,000",9,"500,000",4명
89,89,[비누향수 솝피] 오렌지와 민트로 비누를 만들면?,"1,260,000",252,"500,000",21명
90,90,향기로 써 내려간 이야기 'CONTI' 소이캔들,"1,127,384",225,"500,000",28명
91,91,"스머지레이블이 선보이는 2022년의 시작, OFFON","2,017,000",134,"1,500,000",40명
92,92,[ HOMEBODY ] 집을 사랑하는 우리들의 이야기,"544,300",108,"500,000",14명
93,93,본국무예 -동아시아 무예의 시원은 조선이다-,"950,000",95,"1,000,000",17명
94,94,달리기 에세이 4컷만화 <RUN RUN - 오늘도 달린다>,"603,000",75,"800,000",20명
95,95,2022 데이지플롯 캘린더_1st Project,"631,000",74,"850,000",21명
96,96,"동네고양이들과의 행복한 공존 문화를 만드는 라라, 홀리캣츠","1,248,000",64,"1,950,000",18명
97,97,웹툰과 일러스트를 위한 소재(브러쉬/프레임/문양 등)_로판,"624,000",62,"1,000,000",24명
98,98,"나와의 찐 만남, 하루스캔 만년형 다이어리로 나의 가치찾기","252,900",50,"500,000",7명
99,99,집에서도 쉽게 할 수 있는 도자기클래스'취미한잔' 키트,"505,000",50,"1,000,000",13명
100,100,오래도록 방치된 마음 이대로 괜찮을까?<뺄까?말까?충치!>,"659,000",49,"1,320,000",20명
101,101,DIY 미니블럭과 AR 기술로 즐기는 <나만의 집콕 제주>,"743,000",49,"1,500,000",28명
102,102,"닿지 못할 별을 쫓는 남자, <없을지도 모르는 오아시스>","368,100",36,"1,000,000",34명
103,103,"[스케치업 배경] 대구 시내(동성로)변화가, 도시","364,000",36,"1,000,000",7명
104,104,'포텐독' 굿즈 프로젝트 -카이편-,"1,010,000",33,"3,000,000",31명
105,105,그래픽 디자이너를 위한 모션 그래픽 아트웍 '무빙 매터스',"931,000",31,"3,000,000",43명
106,106,전기 없이 사용하는 우드 스피커 '소리통',"133,000",26,"500,000",3명
107,107,시시소소와 함께 즐거운 겨울을 보내요!,"176,000",17,"1,000,000",7명
108,108,백두산 호랑이가 사라진 이유 <백두산 호랑신 대작전>,"577,000",15,"3,800,000",16명
109,109,중세 판타지 3D 아이템 소재 세트,"4,400,000",880,"500,000",23명
110,110,[웹툰소스] 배경을 업그레이드 시켜줄 판타지 조각상 시리즈,"2,121,000",212,"1,000,000",29명
111,111,세상 모든 애견인을 위한 그림책 <행복한 난이씨>,"1,216,000",202,"600,000",17명
112,112,"트러블 피부, 천연소재에서 답을 찾다. 저자극 세안 꾸러미","867,000",173,"500,000",27명
113,113,개한테 온 마음과 지갑을 뺏긴 <개엄마의 열두 달>,"823,000",164,"500,000",33명
114,114,<책방에서 행복을 찾는 당신에게> 독립서점의 일상을 전해요,"616,100",123,"500,000",34명
115,115,방치되던 방과 나의 변화 <그래도 옷장보단 힘이 세더라!>,"582,500",116,"500,000",38명
116,116,세상의 모든 엄마를 위한그림책 <MAMA>,"2,313,000",115,"2,000,000",13명
117,117,반려동물과의 일상을 기록할 한 권의 책,"970,000",97,"1,000,000",23명
118,118,"모두가 탈 수는 없어, '노아의 방주'","1,915,000",95,"2,000,000",47명
119,119,채채용사를 위해 선인장 가죽으로 만든 [선인장 카드슬롯],"1,863,000",93,"2,000,000",43명
120,120,"코로나 속 도시 밤 풍경, 사진집 <거리와 거리>","855,000",85,"1,000,000",12명
121,121,"여성의 목소리가 세상을 말할 때, <안에서 바깥으로>","1,654,399",82,"2,000,000",69명
122,122,"임원경제지 저자, 풍석 서유구 선생의 삶과 음식 이야기","395,000",79,"500,000",20명
123,123,"옛 여름 속 맛있는 음식 이야기, 하하하! 이야기 사진첩","482,000",64,"750,000",16명
124,124,"사사소소 : 사람과 사람 사이, 소멸하는 소중한 것들","642,500",64,"1,000,000",7명
125,125,"흐르는 시간 속에 머무를 이야기, <시간길목 정류장>","380,000",54,"700,000",21명
126,126,"국제 바리스타의 노하우, 홈카페 메뉴얼 PDF","956,000",31,"3,000,000",31명
127,127,동물가족을 위한 귀여운 선물 ! '반려동물 그릇 & 컵',"464,000",30,"1,500,000",8명
128,128,숫자를 이용하여 그림을 그리자! [드로잉 넘버]!,"1,373,000",27,"5,000,000",50명
129,129,시각장애인 전문음악교육 쇼케이스 : [건호의 금손 찾기],"1,052,000",26,"4,000,000",13명
130,130,당신이 화개 하는 그날까지. 화개원의 화원이가 드립니다.,"1,380,000",23,"6,000,000",21명
131,131,문득 떠오른 일상 고민을 해결해드립니다 [문뜩노트],"237,000",19,"1,200,000",13명
132,132,미래를 보는 인어 '신지끼'의 로맨틱 감성 판타지 드라마,"1,355,000",13,"10,000,000",15명
133,133,이렇게 맛있어도 되나요? 야채와 고기 듬뿍 <춘권과 짜조>,"51,800",10,"500,000",2명
134,134,세계인의 One Pick! 단 하나의 한글 게임 한울 한글,"386,000",5,"7,000,000",11명
135,135,재액을 막는 나만의 경호원 애홍이,"135,000",4,"3,000,000",7명
136,136,학생복 3D 모델링 소재 세트,"2,460,000",492,"500,000",15명
137,137,"채식은 하고 싶은데, 치킨도 먹고 싶다고?","2,287,500",457,"500,000",73명
138,138,"언제, 어디서나, 어떻게 써도 좋은 만능 트레이","1,581,000",316,"500,000",17명
139,139,익숙한 문 너머의 두려움을 담은 문예지 <그불그불> 2호,"2,104,400",212,"990,000",133명
140,0,"여러분의 공간을 지켜줄, 수호신 인센스홀더-수 / SOO","1,991,000",199,"1,000,000",22명
141,1,"전시처럼 즐기는 세계여행, <원곡동 도슨트 여행키트>","981,000",196,"500,000",15명
142,2,아티스트 컨셉 북 시리즈 1 <emitted> by 김호성,"1,730,000",173,"1,000,000",46명
143,3,무뎌지는 것에 대하여 : 무용필름 <오해와 착각>,"1,083,800",144,"750,000",26명
144,4,"죽음을 치료해드립니다, 단편영화 <뷰티풀>","1,275,000",141,"900,000",41명
145,5,내게 무례한 사람의 얼굴이 빨갛게 보인다. 소설 <홍당무>,"688,000",137,"500,000",34명
146,6,버려진 유기동물들이 지켜진 아이들이 되도록:초코송이 굿즈,"2,572,500",128,"2,000,000",74명
147,7,웹툰스케치업 나무 리소스 오브젝트 + 브러쉬 + 배경 세트,"827,500",127,"650,000",13명
148,8,응원 / 사랑 / 우정 메세지를 담은 하나밖에 없는 케이스,"605,600",121,"500,000",14명
149,9,"나를 드러내고 싶은 욕구, 단편영화 <가위>","1,210,000",121,"1,000,000",20명
150,10,"[영어가 두근두근]기왕 배운 영어, 이제, 친구 사귈까?","581,000",116,"500,000",12명
151,11,탄생과 죽음으로부터의 <초대>,"2,200,000",110,"2,000,000",15명
152,12,탁 필하모닉 오케스트라 창단 연주회,"5,185,000",103,"5,000,000",26명
153,13,부모님들의 그 시절. 그들의 볕들던 순간 프로젝트,"1,546,000",103,"1,500,000",14명
154,14,마왕성에 닿아라 - 횡스크롤 RPG,"4,495,000",89,"5,000,000",28명
155,15,"시각 장애인을 공감하는 맨투맨, '손끝으로 바라본 색깔'","438,000",87,"500,000",7명
156,16,꽃 브러쉬와 원본파일 SET,"765,000",76,"1,000,000",26명
157,17,혹시 매일매일을 생일처럼 근사하게 보내볼 생각 있나요?,"1,055,000",70,"1,500,000",24명
158,18,베를린 필름 사진집 Walk slowly in Berlin,"343,000",68,"500,000",11명
159,0,<레이어드 홈_나와 너와 그리고 우리> 프로젝트,"342,000",68,"500,000",14명
160,1,[365_1차] 그 시절 추억의 달동네와 번화가,"677,500",67,"1,000,000",16명
161,2,워너비 콘텐츠 크리에이터 - 지식상품 생산자로 살기,"318,000",63,"500,000",22명
162,3,"그래픽 농사, <격자 재배>","1,222,000",61,"2,000,000",16명
163,4,일상속에 스며들다. '달항아리와 매병 손잡이 컵',"321,000",53,"600,000",5명
164,5,"우리는 모두 자신만의 우주를 가지고 있다, <우주인터뷰>","910,000",45,"2,000,000",26명
165,6,2022 시작은 고양이와 함께하는 홈카페로,"215,000",43,"500,000",5명
166,7,네이버 베도 웹툰 [교수도 사람이다] 굿즈제작,"207,000",41,"500,000",9명
167,8,예술가가 되어보세요! 시민들의 참여전시 <언어의분위기>,"395,000",39,"1,000,000",16명
168,9,"칠곡 할머니들의 유쾌한 반란, 울랄라시스터즈 굿즈","167,000",33,"500,000",3명
169,10,'I am a Fontcreator - 한글' 폰트 만들기,"2,244,000",32,"7,000,000",53명
170,11,홈카페 프리미엄 티크우드 머들러,"156,000",31,"500,000",4명
171,12,장편동화 <별이와 무지개다리> 출간 프로젝트,"3,587,500",31,"11,564,400",37명
172,13,"서두르지 않고 한동안 생각해서 만든 <뜸, 바다> 잡지","149,600",29,"500,000",8명
173,14,건축 엽서북 <Being Architectural>,"145,000",28,"500,000",4명
174,15,"[2022달력] 기묘하고 따뜻한 세계, 바바섬 이야기 달력","289,000",28,"1,000,000",10명
175,16,지구를 위한 제로웨이스트 첫 걸음! 에코월드와 함께 하세요,"144,000",28,"500,000",7명
176,17,지구를 구할 시간,"286,000",28,"1,000,000",14명
177,18,환경도 생각하고 손도 자유롭고 싶을 때 손뜨개 텀블러 백,"156,000",22,"700,000",6명
178,19,동성애자를 이성애자로 바꾸는 약물이 개발된다면 소설 멜팅,"376,000",18,"2,000,000",21명
179,20,띵동~쓰레기배달 왔습니다! 쓰레기를 기다리는 아이들,"177,000",17,"1,000,000",8명
180,21,"[디어마이하] 하트 쿼카, 하쿠! 아이패드&노트북 파우치","168,000",16,"1,000,000",4명
181,22,[여] 관절이 안정적인 3D 액션 피규어,"410,000",13,"3,041,280",11명
182,23,[정통 레트로 코믹북의 부활]실라곤 카툰 EP 01,"391,000",10,"3,700,000",10명
183,24,"나의 여행 MBTI가 궁금해! <오늘, 여행>에서 찾기!","209,000",10,"2,000,000",8명
184,25,"우리 무슨 얘기할까? [우리 사이, 네모 사이]","393,700",10,"3,935,167",23명
185,26,오색찬란한 순간들을 기억하며.,"100,000",10,"1,000,000",1명
186,27,"나를 위해 내가 만드는 2022년, DIY 패브릭 감성달력","48,500",9,"500,000",2명
187,28,"플레잉카드, '탱화'가 애락사","440,000",8,"5,000,000",16명
188,29,직접 제작한 정성 가득 담긴 <감성 반구 스마트톡>,"37,000",7,"500,000",1명
189,30,"일상 속 쉼표, 집에서 즐기는 여행 - 동굴편","36,000",7,"500,000",2명
190,31,영어덜트 어반 판타지 청소년 성장소설 '나는 사라진다.',"69,000",6,"1,000,000",4명
191,32,성공의 흐름에 반대로 가려는 우리들! <내 곁에 트럼펫>,"60,000",6,"900,000",6명
192,33,<동네 책방으로 가다> 사소한 일상의 세밀한 기록,"29,000",5,"500,000",2명
193,34,사람은 새해 다짐만으로 변하지 않는다. [일상 속의 변화],"35,000",5,"700,000",2명
194,35,"한 번쯤 가보고 싶은, <하늘과 물결을 연결하는 다리들>","47,500",4,"1,182,000",3명
195,36,삼총사와 찾아가는 장애인 스포츠세계 <우리들의 금빛 여정>,"100,000",3,"3,000,000",4명
196,37,내몸이 솜털처럼 가벼워진다! 언제 어디서나 온몸괄사안마기!,"149,000",2,"5,000,000",1명
197,38,"내 맘대로 칠하는, 마음을 달래주는 컬러링 캘린더","145,000",2,"5,000,000",1명
198,39,도깨비 친구들을 구슬 속에 담아보세요! : 도깨비 구슬,"258,000",2,"10,000,000",12명
0,0,2022년 신간 <중국통용수어사전> 번역 발간 출시,"30,000",1,"2,000,000",1명
1,1,'사랑'입니다만...?,"5,000",0,"6,000,000",1명
2,2,홍콩여행 사진으로 만든 2022년 엽서형 달력(캘린더),0,0,"500,000",0명
3,3,제대로 화내기 위한 내 감정 돌아보기 <화풀이 노트>,0,0,"500,000",0명
4,4,[미니 결혼식] 결혼식을 닮은 모바일 청첩장,0,0,"3,000,000",0명
5,5,[crow] 나의 작품이 당신의 공간을 특별하게 채우길.,0,0,"2,000,000",0명
6,6,"인테리어 오브제, 'Twinkle' 아크릴 모빌 시리즈",0,0,"500,000",0명
7,7,"자연의 힐링을 더한 물고기 모빌, 컬러 시리즈",0,0,"500,000",0명
8,8,일상을 그리워하는 사람에게 보내는 필름사진 엽서,0,0,"500,000",0명
9,9,"나만의 디자인만들기, 입체아크릴포스터 'Day&Night'",0,0,"500,000",0명
10,10,오늘도 쇼핑을 했다,0,0,"1,000,000",0명
11,11,꿈의 회전목마,0,0,"2,000,000",0명
12,12,"집사의 작은 행동이, 댕댕이 양치질로. 양치 습관 다이어리",0,0,"2,000,000",0명
13,13,연애의 기술 -아낌없이 표현하라-,0,0,"1,000,000",0명
